类别,书名,月票数
[都市生活],大国名厨,41777
[架空历史],大明辅君,27534
[奇幻修真],黑狗修仙传,19771
[东方玄幻],帝星荣耀,13552
[古典仙侠],剑来,12890
[东方玄幻],帝道独尊,10714
[异世大陆],万象天劫,10017
[都市生活],最强狂兵,7888
[都市重生],重生之我的网络帝国,7772
[都市重生],重生在90年代,7644
[古典仙侠],天剑啸,7415
[架空历史],长宁帝军,5905
[古典仙侠],长风一梦入轮回,5018
[都市生活],医流武神,4850
[异世大陆],决不能怂,4608
[古典仙侠],仗剑问仙,4584
[穿越历史],三国之最强召唤,4462
[推理悬念],尘案集,4407
[都市异能],临界血线,4299
[现代修真],证道记,4000
[新派武侠],大侠萧金衍,3689
[西方奇幻],骑士征程,3486
[古典仙侠],一剑朝天,2430
[都市异能],差一步苟到最后,1892
[古典仙侠],九劫逆命,1830
[都市异能],世界末的镇魂歌,1648
[东方玄幻],一剑独尊,1562
[穿越历史],明匪,1390
[游戏小说],英雄联盟之符文师传说,1378
[都市异能],人间不值得,1142
[奇妙物语],金币即是正义,1026
[王朝争霸],噬心魔种,948
[异世大陆],我欲断天,884
[东方玄幻],逆天邪神,810
[末世危机],末日之人类浩劫,793
[异世大陆],天道天骄,754
[东方玄幻],至尊邪神,732
[进化变异],星辰之主,729
[东方玄幻],天骄战纪,676
[穿越历史],大明春色,664
[古典仙侠],无敌混沌钟,656
[古典仙侠],凡尘一剑,654
[都市重生],全能武修,648
[奇幻修真],修真大福星,630
[奇幻修真],偷香高手,600
[都市生活],全音阶狂潮,556
[东方玄幻],雨墨修仙传,555
[古典仙侠],侍劫,520
[都市生活],直播手术室,514
[异世大陆],神之七分,489
[异世大陆],紫墟圣域,486
[古典仙侠],安启群侠录,468
[星际争霸],踏星,462
[都市生活],美女总裁的特战兵王,445
[东方玄幻],剑出凤岐,443
[都市生活],保安队长,442
[进化变异],流浪之城,430
[东方玄幻],剑骨,392
[进化变异],巅峰之纪,361
[异世大陆],我不会武功,348
