类别,书名,月票数,时间
[架空历史],混在古代的厨子,222,2019
[末世危机],末日赘婿,215,2019
[异世大陆],九转星陨诀,209,2019
[王朝争霸],万道仙师,202,2019
[西方奇幻],骑士征程,197,2019
[奇幻修真],天刑纪,191,2019
[古典仙侠],人间最得意,182,2019
[架空历史],碧海风云之谋定天下,162,2019
[职场商战],无耻之徒,161,2019
[都市重生],逆流青春年代,159,2019
[古典仙侠],剑来,61339,2019
[东方玄幻],帝道独尊,37374,2019
[奇幻修真],血染长生,25121,2019
[新派武侠],大侠萧金衍,10672,2019
[都市生活],最强狂兵,8507,2019
[都市重生],重启修仙纪元,7310,2019
[东方玄幻],逆天邪神,7047,2019
[末世危机],末日赘婿,6274,2019
[异世大陆],九转星陨诀,5352,2019
[架空历史],楚臣,3885,2019
[架空历史],长宁帝军,3736,2019
[都市异能],开个诊所来修仙,3497,2019
[星际争霸],踏星,3125,2019
[东方玄幻],天骄战纪,2942,2019
[东方玄幻],儒武争锋,2716,2019
[奇幻修真],焚天路,2674,2019
[奇幻修真],天刑纪,2458,2019
[传统武侠],大华恩仇引,2400,2019
[虚拟网游],全职女神,2365,2019
[都市生活],医流武神,2340,2019
[东方玄幻],一剑独尊,2315,2019
[王朝争霸],盗天之路,2310,2019
[东方玄幻],至尊邪神,1449,2019
[古典仙侠],沧澜仙纪,1358,2019
[穿梭时空],虚幻为王,1354,2019
[末世危机],数据废土,1238,2019
[架空历史],碧海风云之谋定天下,1208,2019
[都市生活],市井之徒,966,2019
[都市异能],我要做阎罗,891,2019
[东方玄幻],万世为王,653,2019
[东方玄幻],一世独尊,637,2019
[都市生活],全音阶狂潮,536,2019
[进化变异],星辰之主,510,2019
[穿越历史],大明春色,495,2019
[东方玄幻],狂暴逆袭,485,2019
[西方奇幻],骑士征程,463,2019
[都市异能],绝命毒尸,400,2019
[都市生活],点道为止,386,2019
[都市异能],都市之我真的无敌,374,2019
[职场商战],无耻之徒,357,2019
[奇幻修真],偷香高手,346,2019
[都市重生],神级奶爸,342,2019
[东方玄幻],元尊,325,2019
[架空历史],锦衣春秋,318,2019
[东方玄幻],一剑破道,302,2019
[都市生活],大刁民,297,2019
[古典仙侠],剑来,18773,2019
[东方玄幻],万世为王,15885,2019
[都市生活],最强狂兵,6584,2019
[奇幻修真],血染长生,5375,2019
[奇幻修真],焚天路,4781,2019
[异世大陆],罗克伯爵,4548,2019
[架空历史],碧海风云之谋定天下,2964,2019
[星际争霸],辐射信仰,2637,2019
[东方玄幻],一剑独尊,2587,2019
[都市生活],重生荣耀时代,2583,2019
[都市生活],医流武神,2211,2019
[架空历史],长宁帝军,2200,2019
[东方玄幻],逆天邪神,1864,2019
[架空历史],楚臣,1558,2019
[东方玄幻],天骄战纪,1482,2019
[星际争霸],踏星,1359,2019
[东方玄幻],至尊邪神,1342,2019
[都市生活],市井之徒,1309,2019
[奇幻修真],天刑纪,1261,2019
[传统武侠],大华恩仇引,1080,2019
[新派武侠],大侠萧金衍,1014,2019
[传统武侠],踏剑歌,841,2019
[都市异能],我要做阎罗,635,2019
[都市重生],神级奶爸,601,2019
[进化变异],星辰之主,573,2019
[都市异能],都市妙手医尊,508,2019
[东方玄幻],万维,490,2019
[都市生活],大刁民,472,2019
[东方玄幻],狂暴逆袭,434,2019
[古典仙侠],人间最得意,432,2019
[架空历史],锦衣春秋,432,2019
[都市异能],开个诊所来修仙,420,2019
[古典仙侠],一剑朝天,343,2019
[东方玄幻],元尊,339,2019
[穿越历史],大明春色,337,2019
[东方玄幻],一世独尊,334,2019
[都市生活],医等狂兵,327,2019
[都市生活],全音阶狂潮,325,2019
[现代修真],狱血道尊,315,2019
[科技时代],概率之外,282,2019
[奇幻修真],偷香高手,258,2019
[奇幻修真],平天策,249,2019
[都市异能],绝命毒尸,237,2019
[都市重生],重生之奶爸医圣,215,2019
[奇幻修真],一剑倾国,214,2019
[西方奇幻],骑士征程,201,2019
[架空历史],长宁帝军,21353,2019
[古典仙侠],剑来,19540,2019
[都市重生],神级奶爸,4971,2019
[末世危机],末日赘婿,4092,2019
[新派武侠],大侠萧金衍,3230,2019
[奇幻修真],我是半妖,3113,2019
[王朝争霸],万道仙师,2993,2019
[东方玄幻],万维,2494,2019
[都市生活],医流武神,2479,2019
[古典仙侠],人间最得意,2473,2019
[东方玄幻],天骄战纪,2274,2019
[都市生活],最强狂兵,2018,2019
[东方玄幻],逆天邪神,1498,2019
[东方玄幻],一剑独尊,1217,2019
[星际争霸],辐射信仰,1197,2019
[穿越历史],大明春色,1163,2019
[东方玄幻],至尊邪神,1137,2019
[架空历史],楚臣,1119,2019
[星际争霸],踏星,1074,2019
[架空历史],山海横流,1038,2019
[东方玄幻],地府本纪,1015,2019
[西方奇幻],骑士征程,964,2019
[都市异能],女总裁的上门狂婿,777,2019
[都市生活],全音阶狂潮,758,2019
[都市异能],我要做阎罗,573,2019
[都市生活],市井之徒,539,2019
[架空历史],碧海风云之谋定天下,520,2019
[都市异能],都市妙手医尊,484,2019
[东方玄幻],狂暴逆袭,479,2019
[进化变异],星辰之主,459,2019
[都市生活],点道为止,431,2019
[东方玄幻],吞海,400,2019
[都市异能],恶魔出山,397,2019
[架空历史],锦衣春秋,391,2019
[东方玄幻],剑骨,330,2019
[奇幻修真],天刑纪,310,2019
[末世危机],末世正能量,280,2019
[东方玄幻],一世独尊,275,2019
[新派武侠],墨伐,264,2019
[东方玄幻],不死邪神,260,2019
[奇幻修真],逐仙鉴,257,2019
[都市异能],开个诊所来修仙,242,2019
[异世大陆],罗克伯爵,230,2019
[奇幻修真],偷香高手,228,2019
[原生幻想],我们转世者不修仙,220,2019
[东方玄幻],帝道独尊,215,2019
[古典仙侠],剑来,33223,2019
[东方玄幻],一剑独尊,23150,2019
[架空历史],长宁帝军,13390,2019
[星际争霸],辐射信仰,8804,2019
[东方玄幻],剑骨,8783,2019
[东方玄幻],帝道独尊,8692,2019
[末世危机],末世正能量,7909,2019
[东方玄幻],逆天邪神,7556,2019
[古典仙侠],仗剑问仙,6998,2019
[都市异能],临界血线,5805,2019
[古典仙侠],一剑朝天,3273,2019
[架空历史],山海横流,2789,2019
[东方玄幻],天骄战纪,2760,2019
[都市生活],大刁民,2519,2019
[都市异能],我要做阎罗,2245,2019
[东方玄幻],帝临鸿蒙,2028,2019
[都市异能],都市妙手医尊,1983,2019
[都市生活],医流武神,1956,2019
[东方玄幻],至尊邪神,1692,2019
[架空历史],楚臣,1599,2019
[星际争霸],踏星,1457,2019
[东方玄幻],地府本纪,1400,2019
[都市异能],都市超级高手,1129,2019
[都市生活],最强狂兵,1126,2019
[都市异能],开个诊所来修仙,740,2019
[奇幻修真],修仙超级英雄,715,2019
[东方玄幻],狂暴逆袭,681,2019
[都市异能],恶魔出山,654,2019
[东方玄幻],九重武神,608,2019
[架空历史],锦衣春秋,559,2019
[架空历史],宋疆,548,2019
[东方玄幻],一世独尊,534,2019
[王朝争霸],秋风起又剑气至,525,2019
[都市生活],全音阶狂潮,520,2019
[进化变异],星辰之主,515,2019
[西方奇幻],骑士征程,513,2019
[古典仙侠],十方乾坤,500,2019
[异世大陆],凡世逆流,488,2019
[奇幻修真],逐仙鉴,481,2019
[东方玄幻],轮回之仙帝归来,469,2019
[现代修真],仙道九绝,454,2019
[东方玄幻],他从天上来,440,2019
[奇幻修真],天刑纪,431,2019
[穿越历史],大明春色,402,2019
[穿越历史],明匪,393,2019
[都市重生],神级奶爸,386,2019
[古典仙侠],剑来,45388,2019
[都市生活],医流武神,27101,2019
[新派武侠],大侠萧金衍,24863,2019
[架空历史],长宁帝军,8193,2019
[东方玄幻],一剑独尊,7057,2019
[东方玄幻],剑骨,5672,2019
[都市生活],最强狂兵,4634,2019
[架空历史],碧海风云之谋定天下,4148,2019
[东方玄幻],轮回一剑,3859,2019
[都市生活],猎户出山,3660,2019
[科技时代],概率之外,3655,2019
[都市异能],都市超级高手,2504,2019
[东方玄幻],天骄战纪,2220,2019
[都市异能],超品狂医,2218,2019
[异世大陆],我欲断天,2032,2019
[西方奇幻],骑士征程,2014,2019
[都市异能],临界血线,2006,2019
[星际争霸],辐射信仰,1935,2019
[古典仙侠],仗剑问仙,1805,2019
[架空历史],山海横流,1789,2019
[东方玄幻],一世独尊,1670,2019
[架空历史],楚臣,1597,2019
[东方玄幻],逆天邪神,1524,2019
[奇幻修真],天元明纪,1352,2019
[架空历史],大照圣朝,1256,2019
[奇妙物语],金币即是正义,1249,2019
[星际争霸],踏星,1212,2019
[都市重生],神级奶爸,1144,2019
[奇幻修真],一剑长安,1034,2019
[奇幻修真],冒牌修仙者,1002,2019
[东方玄幻],至尊邪神,966,2019
[异世大陆],禁天源契,955,2019
[西方奇幻],天神下凡,866,2019
[东方玄幻],猎天争锋,743,2019
[都市异能],都市妙手医尊,740,2019
[都市生活],市井之徒,663,2019
[都市异能],我要做阎罗,644,2019
[架空历史],锦衣春秋,635,2019
[进化变异],星辰之主,618,2019
[都市生活],大刁民,611,2019
[穿越历史],大明春色,519,2019
[架空历史],三国之老师在此,421,2019
[东方玄幻],大道剑主,420,2019
[都市异能],开个诊所来修仙,416,2019
[异世大陆],九转星陨诀,381,2019
[都市异能],初生之主,378,2019
[古典仙侠],剑来,22415,2019
[都市生活],王牌大高手,11032,2019
[都市生活],医流武神,8306,2019
[都市生活],最强狂兵,6797,2019
[东方玄幻],剑骨,6478,2019
[都市异能],临界血线,6399,2019
[东方玄幻],帝道独尊,6385,2019
[架空历史],长宁帝军,6120,2019
[架空历史],碧海风云之谋定天下,5787,2019
[架空历史],楚臣,5351,2019
[都市异能],全能医王,4515,2019
[东方玄幻],逆天邪神,3416,2019
[东方玄幻],万维,2701,2019
[星际争霸],踏星,2606,2019
[王朝争霸],万道仙师,2582,2019
[东方玄幻],天骄战纪,2542,2019
[西方奇幻],骑士征程,2530,2019
[异世大陆],九转星陨诀,2402,2019
[都市异能],修仙十万年,2401,2019
[古典仙侠],一剑朝天,2286,2019
[东方玄幻],一剑独尊,2239,2019
[都市重生],神级奶爸,2093,2019
[异世大陆],我欲断天,2036,2019
[异世大陆],禁天源契,1394,2019
[古典仙侠],仗剑问仙,1068,2019
[架空历史],山海横流,1043,2019
[东方玄幻],至尊邪神,1007,2019
[王朝争霸],秋风起又剑气至,794,2019
[都市重生],重生之都市魔尊,688,2019
[古典仙侠],锋戾,677,2019
[都市异能],都市妙手医尊,663,2019
[进化变异],星辰之主,505,2019
[架空历史],大照圣朝,443,2019
[东方玄幻],九重武神,436,2019
[王朝争霸],英雄天路,411,2019
[星际争霸],辐射信仰,385,2019
[都市生活],大刁民,385,2019
[都市异能],我要做阎罗,378,2019
[东方玄幻],他从天上来,377,2019
[奇幻修真],天刑纪,371,2019
[都市生活],市井之徒,369,2019
[奇幻修真],一剑长安,349,2019
[奇妙物语],金币即是正义,346,2019
[东方玄幻],我从天上来,329,2019
[东方玄幻],狂暴逆袭,329,2019
[古典仙侠],妖者无疆,328,2019
[古典仙侠],剑来,24466,2019
[架空历史],长宁帝军,19917,2019
[都市生活],医流武神,15266,2019
[东方玄幻],帝道独尊,13198,2019
[王朝争霸],万道仙师,9657,2019
[古典仙侠],一剑朝天,6555,2019
[东方玄幻],一世独尊,6331,2019
[东方玄幻],猎天争锋,6151,2019
[穿越历史],三国之最强召唤,5953,2019
[都市生活],最强狂兵,5800,2019
[都市异能],修仙十万年,5064,2019
[东方玄幻],天骄战纪,4362,2019
[古典仙侠],仗剑问仙,4339,2019
[都市重生],重生之都市魔尊,4292,2019
[职场商战],深漂的光芒人生,4013,2019
[异世大陆],我欲断天,3982,2019
[东方玄幻],一剑独尊,3875,2019
[奇幻修真],冒牌修仙者,3718,2019
[异世大陆],北寒剑帝,3707,2019
[都市异能],临界血线,3066,2019
[星际争霸],踏星,2603,2019
[东方玄幻],逆天邪神,2558,2019
[架空历史],楚臣,2499,2019
[西方奇幻],骑士征程,2342,2019
[东方玄幻],盖世,2105,2019
[东方玄幻],废柴修成仙,1780,2019
[古典仙侠],昆仑剑歌,1712,2019
[古典仙侠],火炼成仙,1556,2019
[东方玄幻],至尊邪神,1267,2019
[都市生活],大刁民,1109,2019
[东方玄幻],他从天上来,1005,2019
[架空历史],山海横流,829,2019
[进化变异],星辰之主,785,2019
[古典仙侠],浑天记,757,2019
[都市异能],都市妙手医尊,752,2019
[东方玄幻],狂暴逆袭,746,2019
[都市生活],市井之徒,651,2019
[异世大陆],逆鳞决,639,2019
[东方玄幻],剑骨,627,2019
[进化变异],流浪之城,586,2019
[都市异能],世界末的镇魂歌,530,2019
[奇幻修真],平天策,519,2019
[奇幻修真],一剑长安,480,2019
[新派武侠],万里苍穹万里剑,474,2019
[科技时代],超维进化,455,2019
[奇幻修真],万古邪仙,444,2019
[东方玄幻],逆天邪神,19147,2019
[古典仙侠],剑来,13818,2019
[架空历史],长宁帝军,10425,2019
[都市生活],大国名厨,8774,2019
[都市生活],医流武神,8284,2019
[都市异能],我要做阎罗,8043,2019
[古典仙侠],仗剑问仙,6423,2019
[东方玄幻],帝道独尊,6277,2019
[都市生活],最强狂兵,6232,2019
[东方玄幻],帝霸天下,5290,2019
[穿越历史],三国之最强召唤,2990,2019
[架空历史],碧海风云之谋定天下,2745,2019
[古典仙侠],一剑朝天,2443,2019
[东方玄幻],一剑独尊,2339,2019
[王朝争霸],万道仙师,2250,2019
[异世大陆],决不能怂,2119,2019
[异世大陆],我欲断天,2103,2019
[东方玄幻],天骄战纪,2036,2019
[古典仙侠],长风一梦入轮回,2032,2019
[星际争霸],踏星,1930,2019
[都市重生],重生之都市魔尊,1715,2019
[架空历史],楚臣,1636,2019
[都市生活],全音阶狂潮,1046,2019
[东方玄幻],至尊邪神,984,2019
[都市异能],临界血线,897,2019
[西方奇幻],骑士征程,753,2019
[历史传记],盛唐纵横,626,2019
[东方玄幻],剑骨,611,2019
[都市生活],圣手侠医,560,2019
[异世大陆],万象天劫,529,2019
[架空历史],山海横流,508,2019
[穿越历史],武唐第一佞臣,468,2019
[都市生活],市井之徒,440,2019
[东方玄幻],妖界之门,434,2019
[古典仙侠],无敌混沌钟,374,2019
[进化变异],星辰之主,373,2019
[新派武侠],江湖是怎么没的,346,2019
[都市重生],重生在90年代,337,2019
[架空历史],大明辅君,326,2019
[奇幻修真],修真大福星,307,2019
[古典仙侠],人间最得意,300,2019
[都市异能],世界末的镇魂歌,284,2019
[东方玄幻],帝星荣耀,280,2019
[异世大陆],一贱诛神,279,2019
[古典仙侠],浑天记,271,2019
[东方玄幻],西域降魔记,268,2019
[都市生活],最强狂兵,21451,2019
[东方玄幻],剑骨,17938,2019
[架空历史],大明辅君,12394,2019
[架空历史],长宁帝军,9417,2019
[古典仙侠],剑来,8607,2019
[东方玄幻],帝星荣耀,6574,2019
[都市生活],大国名厨,6282,2019
[东方玄幻],逆天邪神,5889,2019
[奇妙物语],金币即是正义,5616,2019
[都市生活],医流武神,5547,2019
[奇幻修真],黑狗修仙传,5447,2019
[古典仙侠],一剑朝天,4471,2019
[现代修真],证道记,3132,2019
[古典仙侠],长风一梦入轮回,2816,2019
[都市异能],临界血线,2707,2019
[王朝争霸],万道仙师,2657,2019
[架空历史],碧海风云之谋定天下,2522,2019
[东方玄幻],帝霸天下,2494,2019
[异世大陆],决不能怂,2489,2019
[穿越历史],三国之最强召唤,2320,2019
[东方玄幻],一剑独尊,1935,2019
[古典仙侠],人间最得意,1345,2019
[古典仙侠],仗剑问仙,1329,2019
[东方玄幻],天骄战纪,1309,2019
[古典仙侠],九劫逆命,1233,2019
[职场商战],深漂的光芒人生,1202,2019
[游戏小说],英雄联盟之符文师传说,1173,2019
[架空历史],楚臣,1022,2019
[都市异能],人间不值得,1020,2019
[东方玄幻],至尊邪神,820,2019
[都市异能],世界末的镇魂歌,778,2019
[西方奇幻],骑士征程,759,2019
[星际争霸],踏星,708,2019
[都市重生],重生之都市魔尊,653,2019
[都市异能],作者大大求放过,640,2019
[异世大陆],异界修心,618,2019
[异术超能],一击神明,600,2019
[都市重生],重生在90年代,595,2019
[异世大陆],我欲断天,592,2019
[奇幻修真],混元天书,584,2019
[东方玄幻],妖界之门,535,2019
[都市异能],我要做阎罗,529,2019
[东方玄幻],西域降魔记,512,2019
[都市生活],全音阶狂潮,504,2019
[穿越历史],大明春色,502,2019
[架空历史],山海横流,479,2019
[都市生活],大国名厨,41777,2019
[架空历史],大明辅君,27534,2019
[奇幻修真],黑狗修仙传,19771,2019
[东方玄幻],帝星荣耀,13552,2019
[古典仙侠],剑来,12890,2019
[东方玄幻],帝道独尊,10714,2019
[异世大陆],万象天劫,10017,2019
[都市生活],最强狂兵,7888,2019
[都市重生],重生之我的网络帝国,7772,2019
[都市重生],重生在90年代,7644,2019
[古典仙侠],天剑啸,7415,2019
[架空历史],长宁帝军,5905,2019
[古典仙侠],长风一梦入轮回,5018,2019
[都市生活],医流武神,4850,2019
[异世大陆],决不能怂,4608,2019
[古典仙侠],仗剑问仙,4584,2019
[穿越历史],三国之最强召唤,4462,2019
[推理悬念],尘案集,4407,2019
[都市异能],临界血线,4299,2019
[现代修真],证道记,4000,2019
[新派武侠],大侠萧金衍,3689,2019
[西方奇幻],骑士征程,3486,2019
[古典仙侠],一剑朝天,2430,2019
[都市异能],差一步苟到最后,1892,2019
[古典仙侠],九劫逆命,1830,2019
[都市异能],世界末的镇魂歌,1648,2019
[东方玄幻],一剑独尊,1562,2019
[穿越历史],明匪,1390,2019
[游戏小说],英雄联盟之符文师传说,1378,2019
[都市异能],人间不值得,1142,2019
[奇妙物语],金币即是正义,1026,2019
[王朝争霸],噬心魔种,948,2019
[异世大陆],我欲断天,884,2019
[东方玄幻],逆天邪神,810,2019
[末世危机],末日之人类浩劫,793,2019
[异世大陆],天道天骄,754,2019
[东方玄幻],至尊邪神,732,2019
[进化变异],星辰之主,729,2019
[东方玄幻],天骄战纪,676,2019
[穿越历史],大明春色,664,2019
[古典仙侠],无敌混沌钟,656,2019
[古典仙侠],凡尘一剑,654,2019
[都市重生],全能武修,648,2019
[奇幻修真],修真大福星,630,2019
[奇幻修真],偷香高手,600,2019
[都市生活],全音阶狂潮,556,2019
